election_id,region_id,region_name,candidate_name,party_name,first_preference_votes,formal_votes,quota,source_url,source_sha256
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"FORD, Brenton",LIBERAL DEMOCRATS,17231,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"FERNANDES, Marcos",LIBERAL DEMOCRATS,221,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"BIVIECA AQUINO, Indhira",AUSTRALIAN LIBERTY ALLIANCE,1859,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"WILDING, Royston",AUSTRALIAN LIBERTY ALLIANCE,71,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"ERIKOZU, Mel",AUSTRALIAN COUNTRY PARTY,1141,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"PROUD, Russel",AUSTRALIAN COUNTRY PARTY,43,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"RUNDLE, Norrian",VICTORIAN SOCIALISTS,1735,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"WARD, Liam",VICTORIAN SOCIALISTS,152,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"BARTON, Rodney Brian",TRANSPORT MATTERS,2508,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"PETERS, Toni Frances",TRANSPORT MATTERS,82,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"WOOLDRIDGE, Mary",LIBERAL,149448,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"ATKINSON, Bruce",LIBERAL,749,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"CICCHIELLO, Emanuele",LIBERAL,303,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"ROY, Grace",LIBERAL,450,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"HEGDE, Shilpa",LIBERAL,266,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"LEANE, Shaun",AUSTRALIAN LABOR PARTY,151315,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"TERPSTRA, Sonja",AUSTRALIAN LABOR PARTY,1462,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"GADANI, Nildhara",AUSTRALIAN LABOR PARTY,827,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,ABHIMANYU KUMAR,AUSTRALIAN LABOR PARTY,700,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"TERZIC, Barry",AUSTRALIAN LABOR PARTY,412,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"ORCHARD, Jeremy",LABOUR DLP,7012,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"CRONSHAW, Benjamin",LABOUR DLP,85,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"LAVIN, Rosemary",ANIMAL JUSTICE PARTY,9838,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"WEYMOUTH, Theresa",ANIMAL JUSTICE PARTY,193,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"DE RANGO, Linda",DERRYN HINCH'S JUSTICE PARTY,10477,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
vic_lc_2018,eastern-metropolitan-region,Eastern Metropolitan Region,"LAVELL, Kathryn",DERRYN HINCH'S JUSTICE PARTY,106,418532,69756,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/easternmetropolitanregion.html,0f7af29e0945a378e2ceec940f2d0ef0b5ab04787b18acaf6c5e6b768a9b721c
