election_id,region_id,region_name,candidate_name,party_name,first_preference_votes,formal_votes,quota,source_url,source_sha256
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"MANN, Richard",Victorian Socialists,2144,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"ACREMAN, Natalie",Victorian Socialists,156,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"STANFIELD, Ruth",Derryn Hinch's Justice Party,9292,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"O'CONNELL, Lachlan",Derryn Hinch's Justice Party,208,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"HEATH, Renee",Liberal,167133,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"BATH, Melina",The Nationals,2457,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"BURGESS, David",Liberal,1346,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"COOMBES, Sharn",Liberal,457,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"HARRINGTON, Mick",The Nationals,815,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"CASEY, Shane",Angry Victorians Party,2116,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"RIZZO, Virginia",Angry Victorians Party,97,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"MARSHALL, Ben",Angry Victorians Party,67,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"HANSFORD, Greg",Freedom Party of Victoria,7962,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"AKERS, Ray",Freedom Party of Victoria,423,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"BARNES, Dean",Fiona Patten's Reason Party,3147,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"CASH, Eve",Fiona Patten's Reason Party,351,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"SEMMEL, Philip",Labour DLP,17832,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"KENNEDY, Catherine",Labour DLP,285,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"WALLACE, Kristy Michelle",Health Australia Party,1801,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
vic_lc_2022,eastern-victoria-region,Eastern Victoria Region,"WHITE, Tania",Health Australia Party,120,473318,78887,https://www.vec.vic.gov.au/results/state-election-results/2022-state-election-results/results-by-region/eastern-victoria-region-results,579a8a8c61d56298ea64d0c622eb896a9a089e33b7bac3f8efa72fa2a844dfd2
