election_id,district_id,district_name,source_url,source_sha256,retrieved_sha256,outcome_source_url,outcome_source_sha256,elected_candidate,elected_party_raw,elected_party_family,finalist_1_candidate,finalist_1_party_raw,finalist_1_party_family,finalist_1_votes,finalist_1_percent,finalist_2_candidate,finalist_2_party_raw,finalist_2_party_family,finalist_2_votes,finalist_2_percent,winner_party_family,final_pair_family_label,final_pair_available,final_pair_selection_rule,outcome_table_kind,alp_won
vic_la_2014,carrum,Carrum,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/carrumdistrict.html,a9e72e8388b6fdf30e6d98d104f111a25e376c9a08aca2c401ada75c51040f0e,a9e72e8388b6fdf30e6d98d104f111a25e376c9a08aca2c401ada75c51040f0e,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/carrumdistrict.html,a9e72e8388b6fdf30e6d98d104f111a25e376c9a08aca2c401ada75c51040f0e,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY,ALP,"BAUER, Donna",LIBERAL,Coalition,19427,49.28,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY,ALP,19998,50.72,ALP,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,caulfield,Caulfield,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/caulfielddistrict.html,fe51eb102e883c7fa430cad755665da2f9441fa140a61509c682c2d556353a9e,fe51eb102e883c7fa430cad755665da2f9441fa140a61509c682c2d556353a9e,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/caulfielddistrict.html,fe51eb102e883c7fa430cad755665da2f9441fa140a61509c682c2d556353a9e,"SOUTHWICK, David",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,clarinda,Clarinda,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/clarindadistrict.html,82391741cdb4ad66be30c6c0955ab616ba1e4c9adc662fd4fb8480804ccc2ac8,82391741cdb4ad66be30c6c0955ab616ba1e4c9adc662fd4fb8480804ccc2ac8,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/clarindadistrict.html,82391741cdb4ad66be30c6c0955ab616ba1e4c9adc662fd4fb8480804ccc2ac8,"LIM, Hong",AUSTRALIAN LABOR PARTY,ALP,,,,,,,,,,,ALP,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,1
vic_la_2014,cranbourne,Cranbourne,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/cranbournedistrict.html,8a184efe33fa482c66dfcf5332899380bd87d5801f2fbdd760aed54953421fbe,8a184efe33fa482c66dfcf5332899380bd87d5801f2fbdd760aed54953421fbe,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/cranbournedistrict.html,8a184efe33fa482c66dfcf5332899380bd87d5801f2fbdd760aed54953421fbe,"PERERA, Jude",AUSTRALIAN LABOR PARTY,ALP,"PERERA, Jude",AUSTRALIAN LABOR PARTY,ALP,20954,52.34,"ABLETT, Geoff",LIBERAL,Coalition,19083,47.66,ALP,ALP-Coalition,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,croydon,Croydon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/croydondistrict.html,c0213db760393799de9223698b3be7030ba1f4ca1937d9bf6ddf56ec07bf5990,c0213db760393799de9223698b3be7030ba1f4ca1937d9bf6ddf56ec07bf5990,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/croydondistrict.html,c0213db760393799de9223698b3be7030ba1f4ca1937d9bf6ddf56ec07bf5990,"HODGETT, David",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,dandenong,Dandenong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/dandenongdistrict.html,8a46a0fb28533e6e295d34451990fc7976391ea0ab98eeda8e7e415f1299fc3b,8a46a0fb28533e6e295d34451990fc7976391ea0ab98eeda8e7e415f1299fc3b,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/dandenongdistrict.html,8a46a0fb28533e6e295d34451990fc7976391ea0ab98eeda8e7e415f1299fc3b,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY,ALP,,,,,,,,,,,ALP,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,1
vic_la_2014,eildon,Eildon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/eildondistrict.html,850f699b2ffa679a9a149ef539529672cbd19a7f4e66c7f5c7139484787b2be3,850f699b2ffa679a9a149ef539529672cbd19a7f4e66c7f5c7139484787b2be3,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributioneildondistrict.html,054702f69c22fe0eb17d5f6e2c702491e2844a3c337ef72408c573783fb05cb7,"McLEISH, Cindy",LIBERAL,Coalition,"McLEISH, Cindy",LIBERAL,Coalition,19132,61.34,"BRENNAN, Sally",AUSTRALIAN LABOR PARTY,ALP,12056,38.66,Coalition,Coalition-ALP,True,governed-vec-final-total-parser,distribution-page-final-total,0
vic_la_2014,eltham,Eltham,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/elthamdistrict.html,a2b23fbacadeb22a3e69dc0feec5dc4d850b9db7ac4988299367b26993ad668e,a2b23fbacadeb22a3e69dc0feec5dc4d850b9db7ac4988299367b26993ad668e,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/elthamdistrict.html,a2b23fbacadeb22a3e69dc0feec5dc4d850b9db7ac4988299367b26993ad668e,"WARD, Vicki",AUSTRALIAN LABOR PARTY,ALP,"BRIFFA, Steven",LIBERAL,Coalition,19084,47.31,"WARD, Vicki",AUSTRALIAN LABOR PARTY,ALP,21258,52.69,ALP,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,essendon,Essendon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/essendondistrict.html,ed865baa92df7b5d85f4bc0cc15fa10364150aa22ea37b588980b7a8e841c82c,ed865baa92df7b5d85f4bc0cc15fa10364150aa22ea37b588980b7a8e841c82c,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/essendondistrict.html,ed865baa92df7b5d85f4bc0cc15fa10364150aa22ea37b588980b7a8e841c82c,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,ALP,"ACKERMAN, Fred",LIBERAL,Coalition,16195,41.33,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,ALP,22988,58.67,ALP,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,euroa,Euroa,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/euroadistrict.html,0e50a39cd850ae4c19c90e11e8f6f9ae8879a8bfa984f5c8392e3719a84055b8,0e50a39cd850ae4c19c90e11e8f6f9ae8879a8bfa984f5c8392e3719a84055b8,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/euroadistrict.html,0e50a39cd850ae4c19c90e11e8f6f9ae8879a8bfa984f5c8392e3719a84055b8,"RYAN, Steph",THE NATIONALS,Coalition,"RYAN, Steph",THE NATIONALS,Coalition,26451,64.47,"MALCOLM, Clare Louise",AUSTRALIAN LABOR PARTY,ALP,14580,35.53,Coalition,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,0
vic_la_2014,evelyn,Evelyn,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/evelyndistrict.html,4ea7219401d3dafbb5881a8e926fcb6d1a36cb609f8fda9706bac32966ecbc68,4ea7219401d3dafbb5881a8e926fcb6d1a36cb609f8fda9706bac32966ecbc68,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/evelyndistrict.html,4ea7219401d3dafbb5881a8e926fcb6d1a36cb609f8fda9706bac32966ecbc68,"FYFFE, Christine",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,ferntree-gully,Ferntree Gully,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/ferntreegullydistrict.html,630eb33d433a3d0144f9f7c82f0aed6b667fd3029663402293bab34867b381ec,630eb33d433a3d0144f9f7c82f0aed6b667fd3029663402293bab34867b381ec,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/ferntreegullydistrict.html,630eb33d433a3d0144f9f7c82f0aed6b667fd3029663402293bab34867b381ec,"WAKELING, Nick",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,footscray,Footscray,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/footscraydistrict.html,205c3fea820f0b8dd1fce4e8229f4ffb533643b31e317a731f53f0cf8ebe4328,205c3fea820f0b8dd1fce4e8229f4ffb533643b31e317a731f53f0cf8ebe4328,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/footscraydistrict.html,205c3fea820f0b8dd1fce4e8229f4ffb533643b31e317a731f53f0cf8ebe4328,"THOMSON, Marsha",AUSTRALIAN LABOR PARTY,ALP,"VU, Kim",LIBERAL,Coalition,13802,35.51,"THOMSON, Marsha",AUSTRALIAN LABOR PARTY,ALP,25065,64.49,ALP,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,forest-hill,Forest Hill,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/foresthilldistrict.html,e7e47d266e3804013dd666c5408632ccc40320e761b2e86fbfe723e098b2fc6d,e7e47d266e3804013dd666c5408632ccc40320e761b2e86fbfe723e098b2fc6d,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/distributionforesthilldistrict.html,68552cb409281e627697450fc25773d6c2106a3bf7ba6dd05e6c7762972e988a,"ANGUS, Neil",LIBERAL,Coalition,"ANGUS, Neil",LIBERAL,Coalition,18483,58.53,"RICHARDS, Pauline",AUSTRALIAN LABOR PARTY,ALP,13098,41.47,Coalition,Coalition-ALP,True,governed-vec-final-total-parser,distribution-page-final-total,0
vic_la_2014,frankston,Frankston,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/frankstondistrict.html,e6acca82e35bcfd96745cc24570c041a53ea9412cbd477686c5b4c8e40a39f33,e6acca82e35bcfd96745cc24570c041a53ea9412cbd477686c5b4c8e40a39f33,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/frankstondistrict.html,e6acca82e35bcfd96745cc24570c041a53ea9412cbd477686c5b4c8e40a39f33,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY,ALP,"ARMISTEAD, Sean",LIBERAL,Coalition,17329,49.52,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY,ALP,17665,50.48,ALP,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,geelong,Geelong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/geelongdistrict.html,7f865a8b1649ded1270db2c813069a865b421d0fc53d8b1de9b9f44a03cc80f1,7f865a8b1649ded1270db2c813069a865b421d0fc53d8b1de9b9f44a03cc80f1,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/geelongdistrict.html,7f865a8b1649ded1270db2c813069a865b421d0fc53d8b1de9b9f44a03cc80f1,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,ALP,"KONTELJ, Paula",LIBERAL,Coalition,17699,43.97,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,ALP,22556,56.03,ALP,Coalition-ALP,True,governed-vec-final-total-parser,results-after-distribution,1
vic_la_2014,gembrook,Gembrook,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gembrookdistrict.html,728186dce00c3b225cb21bfb251d5c11e43703a9931683b106f8da81be5823bc,728186dce00c3b225cb21bfb251d5c11e43703a9931683b106f8da81be5823bc,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gembrookdistrict.html,728186dce00c3b225cb21bfb251d5c11e43703a9931683b106f8da81be5823bc,"BATTIN, Brad",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,gippsland-east,Gippsland East,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gippslandeastdistrict.html,ae3061a4c09902d00d316348305a382bfb85d22d5195c3322d3bc625ea5bbb16,ae3061a4c09902d00d316348305a382bfb85d22d5195c3322d3bc625ea5bbb16,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gippslandeastdistrict.html,ae3061a4c09902d00d316348305a382bfb85d22d5195c3322d3bc625ea5bbb16,"BULL, Tim",THE NATIONALS,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,gippsland-south,Gippsland South,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gippslandsouthdistrict.html,a7f93eaab3baf4e9a757eb11b8a3b8d488eea5998dc6bcc2482801af461bf2a4,a7f93eaab3baf4e9a757eb11b8a3b8d488eea5998dc6bcc2482801af461bf2a4,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/gippslandsouthdistrict.html,a7f93eaab3baf4e9a757eb11b8a3b8d488eea5998dc6bcc2482801af461bf2a4,"RYAN, Peter",THE NATIONALS,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,hastings,Hastings,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/hastingsdistrict.html,442f033c4be61c939cf25971074fed07ff5995c0df35a2f57ea3113fea62c0c7,442f033c4be61c939cf25971074fed07ff5995c0df35a2f57ea3113fea62c0c7,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/hastingsdistrict.html,442f033c4be61c939cf25971074fed07ff5995c0df35a2f57ea3113fea62c0c7,"BURGESS, Neale",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
vic_la_2014,hawthorn,Hawthorn,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/hawthorndistrict.html,18f21de30536ce87d5e629e8dd72b20b2732a9653691319290f06ca1eb5a92b2,18f21de30536ce87d5e629e8dd72b20b2732a9653691319290f06ca1eb5a92b2,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/hawthorndistrict.html,18f21de30536ce87d5e629e8dd72b20b2732a9653691319290f06ca1eb5a92b2,"PESUTTO, John",LIBERAL,Coalition,,,,,,,,,,,Coalition,,False,not-available-on-official-early-majority-page,final-pair-unavailable-early-majority,0
