election_id,district_id,district_name,source_url,source_sha256,elected_candidate,elected_party_raw,elected_party_family,finalist_1_candidate,finalist_1_party_raw,finalist_1_party_family,finalist_1_votes,finalist_1_percent,finalist_2_candidate,finalist_2_party_raw,finalist_2_party_family,finalist_2_votes,finalist_2_percent,winner_party_family,final_pair_family_label,outcome_table_kind,outcome_source_url,outcome_source_sha256,alp_won
vic_la_2018,brighton,Brighton,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/brightondistrict.html,97c54afeb18f1db5f4f456959647d42a39a00f4cac3ca0384792530458aa4015,"NEWBURY, James",LIBERAL,Coalition,"MARTIN, Declan",AUSTRALIAN LABOR PARTY,ALP,18947,48.88,"NEWBURY, James",LIBERAL,Coalition,19812,51.12,Coalition,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/brightondistrict.html,97c54afeb18f1db5f4f456959647d42a39a00f4cac3ca0384792530458aa4015,0
vic_la_2018,broadmeadows,Broadmeadows,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/broadmeadowsdistrict.html,9900f4934a083f1de7edcc4b644936d05ddcc2d1f4f124a5c4f4b95e9d0db325,"MCGUIRE, Frank",AUSTRALIAN LABOR PARTY,ALP,"MCGUIRE, Frank",AUSTRALIAN LABOR PARTY,ALP,25957,80.28,"DOW, Jenny",LIBERAL,Coalition,6375,19.72,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/broadmeadowsdistrict.html,9900f4934a083f1de7edcc4b644936d05ddcc2d1f4f124a5c4f4b95e9d0db325,1
vic_la_2018,brunswick,Brunswick,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/brunswickdistrict.html,e49d1694dbcdcccff768eed7c1c97d7ee00f62ab14deb757c8e7aee770a8c689,"READ, Tim",AUSTRALIAN GREENS,Greens,"O'CONNOR, Cindy",AUSTRALIAN LABOR PARTY,ALP,21712,49.43,"READ, Tim",AUSTRALIAN GREENS,Greens,22215,50.57,Greens,ALP-Greens,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/brunswickdistrict.html,e49d1694dbcdcccff768eed7c1c97d7ee00f62ab14deb757c8e7aee770a8c689,0
vic_la_2018,bulleen,Bulleen,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bulleendistrict.html,bb34faeab37378b865801a677d031537dfe7ff9b814a2afbdebcd0822c96208c,"GUY, Matthew",LIBERAL,Coalition,"GUY, Matthew",LIBERAL,Coalition,20826,55.77,"MACKENZIE, Fiona",AUSTRALIAN LABOR PARTY,ALP,16518,44.23,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bulleendistrict.html,bb34faeab37378b865801a677d031537dfe7ff9b814a2afbdebcd0822c96208c,0
vic_la_2018,bundoora,Bundoora,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bundooradistrict.html,9af9d5cd605598e0e3e4e7dc4263b69391c5bde3db452bb28b01e8d5a3e34882,"BROOKS, Colin",AUSTRALIAN LABOR PARTY,ALP,"MULHOLLAND, Jenny",LIBERAL,Coalition,11462,32.58,"BROOKS, Colin",AUSTRALIAN LABOR PARTY,ALP,23722,67.42,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/bundooradistrict.html,9af9d5cd605598e0e3e4e7dc4263b69391c5bde3db452bb28b01e8d5a3e34882,1
vic_la_2018,buninyong,Buninyong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/buninyongdistrict.html,ada1ae517342663b900352e97e03c5e3a922da31535f22e7be1e9c7cec7d8833,"SETTLE, Michaela",AUSTRALIAN LABOR PARTY,ALP,"SETTLE, Michaela",AUSTRALIAN LABOR PARTY,ALP,19436,60.0024697456162,"KILMARTIN, Andrew",LIBERAL,Coalition,12956,39.997530254383804,ALP,ALP-Coalition,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributionbuninyongdistrict.html,b4d20e92a40374e49c5baf08de989fa216a8069aa97ddd3cb23510f975cfc0fb,1
vic_la_2018,burwood,Burwood,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/burwooddistrict.html,08404714cf0b05ee0836640382fc53bc8692fa7c65eeadfd58465170ce938689,"FOWLES, Will",AUSTRALIAN LABOR PARTY,ALP,"FOWLES, Will",AUSTRALIAN LABOR PARTY,ALP,20132,53.31,"WATT, Graham",LIBERAL,Coalition,17635,46.69,ALP,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/burwooddistrict.html,08404714cf0b05ee0836640382fc53bc8692fa7c65eeadfd58465170ce938689,1
vic_la_2018,carrum,Carrum,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/carrumdistrict.html,39cbf90115437509d4570c22912a5cd70ec36e22e1f7ad53760b9bf21e4f84a1,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY,ALP,"BAUER, Donna",LIBERAL,Coalition,15761,38.05,"KILKENNY, Sonya",AUSTRALIAN LABOR PARTY,ALP,25660,61.95,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/carrumdistrict.html,39cbf90115437509d4570c22912a5cd70ec36e22e1f7ad53760b9bf21e4f84a1,1
vic_la_2018,caulfield,Caulfield,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/caulfielddistrict.html,c5d274a995e364c0f4a033bc27bcc6aa249852a6d1599062bc04b1a53eea7fe0,"SOUTHWICK, David",LIBERAL,Coalition,"SOUTHWICK, David",LIBERAL,Coalition,19162,50.27,"GRASSO, Sorina",AUSTRALIAN LABOR PARTY,ALP,18958,49.73,Coalition,Coalition-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/caulfielddistrict.html,c5d274a995e364c0f4a033bc27bcc6aa249852a6d1599062bc04b1a53eea7fe0,0
vic_la_2018,clarinda,Clarinda,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/clarindadistrict.html,c507f07178ed60267b8bb15716f86749520e229993b6ab6aad4b7368eb284314,"TAK, Meng Heang",AUSTRALIAN LABOR PARTY,ALP,"BEVINAKOPPA, Gandhi",LIBERAL,Coalition,11976,32.58,"TAK, Meng Heang",AUSTRALIAN LABOR PARTY,ALP,24788,67.42,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/clarindadistrict.html,c507f07178ed60267b8bb15716f86749520e229993b6ab6aad4b7368eb284314,1
vic_la_2018,cranbourne,Cranbourne,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/cranbournedistrict.html,40231b31cb7b3403dac3ca6a87ebe160c0d27eb792248d7f1b2c7824a8c940e2,"RICHARDS, Pauline",AUSTRALIAN LABOR PARTY,ALP,"RICHARDS, Pauline",AUSTRALIAN LABOR PARTY,ALP,31291,60.98,"HERMANS, Ann-Marie",LIBERAL,Coalition,20021,39.02,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/cranbournedistrict.html,40231b31cb7b3403dac3ca6a87ebe160c0d27eb792248d7f1b2c7824a8c940e2,1
vic_la_2018,croydon,Croydon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/croydondistrict.html,befc8b9e5eb69918d8b8fca6e1dd5f96b17e6b474b2998c5b49d4c8c7b2e2b53,"HODGETT, David",LIBERAL,Coalition,"CUSACK, Josh",AUSTRALIAN LABOR PARTY,ALP,18075,47.89,"HODGETT, David",LIBERAL,Coalition,19671,52.11,Coalition,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/croydondistrict.html,befc8b9e5eb69918d8b8fca6e1dd5f96b17e6b474b2998c5b49d4c8c7b2e2b53,0
vic_la_2018,dandenong,Dandenong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/dandenongdistrict.html,9f9329cd07a2199257d72d80bb0321b4a83386cb10537e819ee339bedecc12df,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY,ALP,"WILLIAMS, Gabrielle",AUSTRALIAN LABOR PARTY,ALP,24476,73.93,"PERERA, Virosh",LIBERAL,Coalition,8632,26.07,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/dandenongdistrict.html,9f9329cd07a2199257d72d80bb0321b4a83386cb10537e819ee339bedecc12df,1
vic_la_2018,eildon,Eildon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/eildondistrict.html,67bc3f92138d92c78c2ca3f0dfee7753462961b483828a38212624f513717da7,"McLEISH, Cindy",LIBERAL,Coalition,"McLEISH, Cindy",LIBERAL,Coalition,19431,56.92564598347688,"BRENNAN, Sally",AUSTRALIAN LABOR PARTY,ALP,14703,43.07435401652312,Coalition,Coalition-ALP,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributioneildondistrict.html,0e55f297626f569aafb40b2afdbeaa1f0a508192a90527dc05e2d85f40d21b77,0
vic_la_2018,eltham,Eltham,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/elthamdistrict.html,a7d161b4251daa5fe5f755a115e86c737d9219dd90069ebb4d42fb12121eac64,"WARD, Vicki",AUSTRALIAN LABOR PARTY,ALP,"McGOWAN, Nick",LIBERAL,Coalition,16490,40.93,"WARD, Vicki",AUSTRALIAN LABOR PARTY,ALP,23802,59.07,ALP,Coalition-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/elthamdistrict.html,a7d161b4251daa5fe5f755a115e86c737d9219dd90069ebb4d42fb12121eac64,1
vic_la_2018,essendon,Essendon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/essendondistrict.html,684d3eb62705f4dc33c3b3c71b9550150c70cac219e6904fb82c9e25542a295e,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,ALP,"PEARSON, Danny",AUSTRALIAN LABOR PARTY,ALP,27315,65.86,"POTENZA, Gino",LIBERAL,Coalition,14157,34.14,ALP,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/essendondistrict.html,684d3eb62705f4dc33c3b3c71b9550150c70cac219e6904fb82c9e25542a295e,1
vic_la_2018,euroa,Euroa,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/euroadistrict.html,f5960860be8c233b1da3c602bee3e4828c5c9500222f978831e93eadb4d054a2,"RYAN, Steph",THE NATIONALS,Coalition,"RYAN, Steph",THE NATIONALS,Coalition,27544,65.44,"DEPPELER-MORTON, Fionna",AUSTRALIAN LABOR PARTY,ALP,14547,34.56,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/euroadistrict.html,f5960860be8c233b1da3c602bee3e4828c5c9500222f978831e93eadb4d054a2,0
vic_la_2018,evelyn,Evelyn,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/evelyndistrict.html,f05ba05f00a7003e205b6c83446f95fba761549f6202c79b7270e6d24325c1f5,"VALLENCE, Bridget",LIBERAL,Coalition,"VALLENCE, Bridget",LIBERAL,Coalition,19753,52.65,"RITCHIE, Gail",AUSTRALIAN LABOR PARTY,ALP,17765,47.35,Coalition,Coalition-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/evelyndistrict.html,f05ba05f00a7003e205b6c83446f95fba761549f6202c79b7270e6d24325c1f5,0
vic_la_2018,ferntree-gully,Ferntree Gully,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ferntreegullydistrict.html,3bc3de3cad0b446205e2c5e97fe146a4ba09bf59efeda32bcd596d8771032d7e,"WAKELING, Nick",LIBERAL,Coalition,"BUXTON, Julie",AUSTRALIAN LABOR PARTY,ALP,17239,48.36,"WAKELING, Nick",LIBERAL,Coalition,18407,51.64,Coalition,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ferntreegullydistrict.html,3bc3de3cad0b446205e2c5e97fe146a4ba09bf59efeda32bcd596d8771032d7e,0
vic_la_2018,footscray,Footscray,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/footscraydistrict.html,c849dfa81f5eee9b72f9411bfd3f8771f722409c9ca21e76e52b5367b0a8be65,"HALL, Katie",AUSTRALIAN LABOR PARTY,ALP,"HALL, Katie",AUSTRALIAN LABOR PARTY,ALP,32642,78.11,"JOESIKA, Emete",LIBERAL,Coalition,9147,21.89,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/footscraydistrict.html,c849dfa81f5eee9b72f9411bfd3f8771f722409c9ca21e76e52b5367b0a8be65,1
vic_la_2018,forest-hill,Forest Hill,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/foresthilldistrict.html,043f6336f26862012089f1049144d9fac93eb240038c8e34a4c741a45489eb46,"ANGUS, Neil",LIBERAL,Coalition,"KUMAR, Manoj",AUSTRALIAN LABOR PARTY,ALP,17055,48.85,"ANGUS, Neil",LIBERAL,Coalition,17858,51.15,Coalition,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/foresthilldistrict.html,043f6336f26862012089f1049144d9fac93eb240038c8e34a4c741a45489eb46,0
vic_la_2018,frankston,Frankston,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/frankstondistrict.html,dc00107e921a6c9c94eabb923a915165baa3b918b063f9397a7d197dbec91285,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY,ALP,"EDBROOKE, Paul",AUSTRALIAN LABOR PARTY,ALP,18429,57.987476794311064,"LAMB, Michael",LIBERAL,Coalition,13352,42.012523205688936,ALP,ALP-Coalition,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributionfrankstondistrict.html,58b8bec8dd302c7755e5bcce0bbbed257eb97b287001f5262998e5d7cf1c4531,1
vic_la_2018,geelong,Geelong,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/geelongdistrict.html,a3d27b3ba774969675e99d3595e6ede56828042958aa98cc5e5a31de8335240a,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,ALP,"COUZENS, Christine",AUSTRALIAN LABOR PARTY,ALP,20826,64.93919550982227,"LYONS, Darryn",,Other/Independent,11244,35.06080449017774,ALP,ALP-Other/Independent,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributiongeelongdistrict.html,f14a12d86248f6c8d03a1ae90d5213f8be3f05f9f248aad9ff7b508179f567f6,1
vic_la_2018,gembrook,Gembrook,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gembrookdistrict.html,7c2cc94ebcabd39f232efd4ae6ab6c77ef85369cecf5b9419cdf43b256d61449,"BATTIN, Brad",LIBERAL,Coalition,"GALEA, Michael",AUSTRALIAN LABOR PARTY,ALP,21621,49.21,"BATTIN, Brad",LIBERAL,Coalition,22313,50.79,Coalition,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gembrookdistrict.html,7c2cc94ebcabd39f232efd4ae6ab6c77ef85369cecf5b9419cdf43b256d61449,0
vic_la_2018,gippsland-east,Gippsland East,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gippslandeastdistrict.html,94aa7c21741d869602fd42bff31a705298b55af4e37549bb6571e8d147adb03c,"BULL, Tim",THE NATIONALS,Coalition,"REEVES, Mark",AUSTRALIAN LABOR PARTY,ALP,12859,32.41,"BULL, Tim",THE NATIONALS,Coalition,26819,67.59,Coalition,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gippslandeastdistrict.html,94aa7c21741d869602fd42bff31a705298b55af4e37549bb6571e8d147adb03c,0
vic_la_2018,gippsland-south,Gippsland South,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gippslandsouthdistrict.html,640a340f0dd478dbde6e7da77476b34c54e2dbe0be48b6e6ed85b288a9620a2b,"O'BRIEN, Danny",THE NATIONALS,Coalition,"O'BRIEN, Danny",THE NATIONALS,Coalition,24110,65.33,"RYAN, Denise",AUSTRALIAN LABOR PARTY,ALP,12797,34.67,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/gippslandsouthdistrict.html,640a340f0dd478dbde6e7da77476b34c54e2dbe0be48b6e6ed85b288a9620a2b,0
vic_la_2018,hastings,Hastings,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/hastingsdistrict.html,f9f4674ef62cd35673a20f8fcc1b6592714e611fb73fd648f5849e134ce32fb4,"BURGESS, Neale",LIBERAL,Coalition,"MEYER, Simon",AUSTRALIAN LABOR PARTY,ALP,21516,48.94,"BURGESS, Neale",LIBERAL,Coalition,22452,51.06,Coalition,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/hastingsdistrict.html,f9f4674ef62cd35673a20f8fcc1b6592714e611fb73fd648f5849e134ce32fb4,0
vic_la_2018,hawthorn,Hawthorn,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/hawthorndistrict.html,2e2973c77a571ec646da6042c22e7c53f1cc90abf596a8518144be276805af5a,"KENNEDY, John Ormond",AUSTRALIAN LABOR PARTY,ALP,"PESUTTO, John",LIBERAL,Coalition,19463,49.58,"KENNEDY, John Ormond",AUSTRALIAN LABOR PARTY,ALP,19793,50.42,ALP,Coalition-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/hawthorndistrict.html,2e2973c77a571ec646da6042c22e7c53f1cc90abf596a8518144be276805af5a,1
vic_la_2018,ivanhoe,Ivanhoe,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ivanhoedistrict.html,a51affdba06a2cd142c3964bb2f0ad11a42c453b53389c988720f738b7828f50,"CARBINES, Anthony",AUSTRALIAN LABOR PARTY,ALP,"CARBINES, Anthony",AUSTRALIAN LABOR PARTY,ALP,25244,62.37,"CLARK, Monica",LIBERAL,Coalition,15231,37.63,ALP,ALP-Coalition,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/ivanhoedistrict.html,a51affdba06a2cd142c3964bb2f0ad11a42c453b53389c988720f738b7828f50,1
vic_la_2018,kew,Kew,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/kewdistrict.html,446e4bc85fb598323d825f9af3cc3ed0947a0251f7ae51e88e784b09e6bd32d5,"SMITH, Tim",LIBERAL,Coalition,"SMITH, Tim",LIBERAL,Coalition,19551,61.17717003567182,"D'ARCY, Marg",AUSTRALIAN LABOR PARTY,ALP,12407,38.82282996432818,Coalition,Coalition-ALP,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributionkewdistrict.html,08780e7308af9c525f59b46ba41bf5c5fc0b14933bab80aa6d4b76a044aaa09d,0
vic_la_2018,keysborough,Keysborough,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/keysboroughdistrict.html,19a8d863dd3b6c470d46c17dbd61d140c4d2d0b88eead183ccd441328e4dc7f7,"PAKULA, Martin",AUSTRALIAN LABOR PARTY,ALP,"TAYLOR, Darrel",LIBERAL,Coalition,13399,35.15,"PAKULA, Martin",AUSTRALIAN LABOR PARTY,ALP,24725,64.85,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/keysboroughdistrict.html,19a8d863dd3b6c470d46c17dbd61d140c4d2d0b88eead183ccd441328e4dc7f7,1
vic_la_2018,kororoit,Kororoit,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/kororoitdistrict.html,75e93f70fcc6e7e1a2c020ecf89c5e778b05f94c6054a8741184be8dd9b06f57,"KAIROUZ, Marlene",AUSTRALIAN LABOR PARTY,ALP,"KAIROUZ, Marlene",AUSTRALIAN LABOR PARTY,ALP,31719,75.65,"HAQUE, Golam",LIBERAL,Coalition,10212,24.35,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/kororoitdistrict.html,75e93f70fcc6e7e1a2c020ecf89c5e778b05f94c6054a8741184be8dd9b06f57,1
vic_la_2018,lara,Lara,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/laradistrict.html,168e4059baf37298e7d362ab82810ec8a82bafd7bcd2b0d45df1f27381c9ac4a,"EREN, John",AUSTRALIAN LABOR PARTY,ALP,"Di PASQUALE, Melissa",LIBERAL,Coalition,12244,30.86,"EREN, John",AUSTRALIAN LABOR PARTY,ALP,27430,69.14,ALP,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/laradistrict.html,168e4059baf37298e7d362ab82810ec8a82bafd7bcd2b0d45df1f27381c9ac4a,1
vic_la_2018,lowan,Lowan,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/lowandistrict.html,738317a6e3750bb5ebaaed90e1e4af0bb0dbf25fedb6a438086f03a5932f6513,"KEALY, Emma",THE NATIONALS,Coalition,"KEALY, Emma",THE NATIONALS,Coalition,28067,73.48,"BILLI, Maurice",AUSTRALIAN LABOR PARTY,ALP,10129,26.52,Coalition,Coalition-ALP,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/lowandistrict.html,738317a6e3750bb5ebaaed90e1e4af0bb0dbf25fedb6a438086f03a5932f6513,0
vic_la_2018,macedon,Macedon,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/macedondistrict.html,027045ddfd5fbb992fcaccc76eba5721d342302d0d759bbe45c2441c081c623a,"THOMAS, Mary-Anne",AUSTRALIAN LABOR PARTY,ALP,"THOMAS, Mary-Anne",AUSTRALIAN LABOR PARTY,ALP,20300,60.04495977283483,"MILLAR, Amanda",LIBERAL,Coalition,13508,39.95504022716517,ALP,ALP-Coalition,distribution-page-final-total,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/distributionmacedondistrict.html,971b0e335b7c124f57c9476b023f20f6f6165975a2cbe4b41216041c2bcef99b,1
vic_la_2018,malvern,Malvern,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/malverndistrict.html,0ecac15ced18bf5055ddab12ad800858409855975993c7f8665ee7fc929a2de9,"O'BRIEN, Michael",LIBERAL,Coalition,"SQUIRES, Oliver",AUSTRALIAN LABOR PARTY,ALP,16285,43.9,"O'BRIEN, Michael",LIBERAL,Coalition,20814,56.1,Coalition,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/malverndistrict.html,0ecac15ced18bf5055ddab12ad800858409855975993c7f8665ee7fc929a2de9,0
vic_la_2018,melbourne,Melbourne,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/melbournedistrict.html,a7810708bd3c33f027bb8608dc95bd8f4023bd6317ca2dfa4c475fc250a90ec5,"SANDELL, Ellen",AUSTRALIAN GREENS,Greens,"SANDELL, Ellen",AUSTRALIAN GREENS,Greens,20816,51.33,"KANIS, Jennifer",AUSTRALIAN LABOR PARTY,ALP,19741,48.67,Greens,Greens-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/melbournedistrict.html,a7810708bd3c33f027bb8608dc95bd8f4023bd6317ca2dfa4c475fc250a90ec5,0
vic_la_2018,melton,Melton,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/meltondistrict.html,2a7d744c65d9b98de0ab36e0e4b282d05f0a6c470e9bd14ec84c6206bc2ed019,"MCGHIE, Stephen John",AUSTRALIAN LABOR PARTY,ALP,"FARROW, Ryan",LIBERAL,Coalition,19225,45.71,"MCGHIE, Stephen John",AUSTRALIAN LABOR PARTY,ALP,22830,54.29,ALP,Coalition-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/meltondistrict.html,2a7d744c65d9b98de0ab36e0e4b282d05f0a6c470e9bd14ec84c6206bc2ed019,1
vic_la_2018,mildura,Mildura,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/milduradistrict.html,071a551436aab4c3acaf82e752b48dbd066384b47d54eb61c31c00db9b7b480f,"CUPPER, Ali",,Other/Independent,"CRISP, Peter",THE NATIONALS,Coalition,18477,49.66,"CUPPER, Ali",,Other/Independent,18730,50.34,Other/Independent,Coalition-Other/Independent,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/milduradistrict.html,071a551436aab4c3acaf82e752b48dbd066384b47d54eb61c31c00db9b7b480f,0
vic_la_2018,mill-park,Mill Park,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/millparkdistrict.html,d5795b68bbb2effe1ecb5aef2d941801a8a042cd605a50fdac95b88896b5da40,"D'AMBROSIO, Lily",AUSTRALIAN LABOR PARTY,ALP,"D'AMBROSIO, Lily",AUSTRALIAN LABOR PARTY,ALP,29588,74.89,"SINGH, Lakhwinder",LIBERAL,Coalition,9918,25.11,ALP,ALP-Coalition,two-candidate-preferred-final-page,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/millparkdistrict.html,d5795b68bbb2effe1ecb5aef2d941801a8a042cd605a50fdac95b88896b5da40,1
vic_la_2018,monbulk,Monbulk,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/monbulkdistrict.html,5c8b25513478b78c687afb2bd47ad2a964fc1208a53ce744107028599787f8f4,"MERLINO, James",AUSTRALIAN LABOR PARTY,ALP,"SCHURINK, John",LIBERAL,Coalition,15722,41.39,"MERLINO, James",AUSTRALIAN LABOR PARTY,ALP,22266,58.61,ALP,Coalition-ALP,results-after-distribution,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/monbulkdistrict.html,5c8b25513478b78c687afb2bd47ad2a964fc1208a53ce744107028599787f8f4,1
