district_id,district_name,feature_id,value,cutoff,source_role
26,ESSENDON,age_18_34_share,0.252011522525,2014-11-28,prediction-safe-prior-geographic-translation
26,ESSENDON,age_65_plus_share,0.123256444785,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,mortgage_share,0.353682286466,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,renter_share,0.211734071359,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,owned_outright_share,0.393969211939,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,separate_house_share,0.921231170517,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,apartment_share,0.032902379168,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,age_18_34_share,0.136196979376,2014-11-28,prediction-safe-prior-geographic-translation
27,EUROA,age_65_plus_share,0.187698919713,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,mortgage_share,0.500658734587,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,renter_share,0.135751913725,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,owned_outright_share,0.335545201161,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,separate_house_share,0.949579100314,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,apartment_share,0.019169969784,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,age_18_34_share,0.188835971753,2014-11-28,prediction-safe-prior-geographic-translation
28,EVELYN,age_65_plus_share,0.120207012291,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,mortgage_share,0.418640921645,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,renter_share,0.160122896025,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,owned_outright_share,0.383815209920,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,separate_house_share,0.895242782301,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,apartment_share,0.029978613188,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,age_18_34_share,0.197672606316,2014-11-28,prediction-safe-prior-geographic-translation
29,FERNTREE GULLY,age_65_plus_share,0.144494592952,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,mortgage_share,0.388061416949,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,renter_share,0.245296694435,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,owned_outright_share,0.328972123533,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,separate_house_share,0.908131930483,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,apartment_share,0.034783909763,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,age_18_34_share,0.178635589220,2014-11-28,prediction-safe-prior-geographic-translation
3,BASS,age_65_plus_share,0.175326666766,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,mortgage_share,0.303828774131,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,renter_share,0.360746428491,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,owned_outright_share,0.287498956697,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,separate_house_share,0.675457671688,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,apartment_share,0.192729087024,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,age_18_34_share,0.298850672425,2014-11-28,prediction-safe-prior-geographic-translation
30,FOOTSCRAY,age_65_plus_share,0.117394232974,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,mortgage_share,0.330239191596,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,renter_share,0.170916003055,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,owned_outright_share,0.458922896577,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,separate_house_share,0.875418357116,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,apartment_share,0.053560827798,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,age_18_34_share,0.176715673572,2014-11-28,prediction-safe-prior-geographic-translation
31,FOREST HILL,age_65_plus_share,0.198343969661,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,mortgage_share,0.339308817490,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,renter_share,0.303979378481,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,owned_outright_share,0.311602837484,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,separate_house_share,0.831953311243,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,apartment_share,0.102702504449,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,age_18_34_share,0.194379434674,2014-11-28,prediction-safe-prior-geographic-translation
32,FRANKSTON,age_65_plus_share,0.172093614377,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,mortgage_share,0.320406889104,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,renter_share,0.305616482999,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,owned_outright_share,0.329154100612,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,separate_house_share,0.776065418933,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,apartment_share,0.133249768568,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,age_18_34_share,0.213793908341,2014-11-28,prediction-safe-prior-geographic-translation
33,GEELONG,age_65_plus_share,0.165603815953,2014-11-28,prediction-safe-prior-geographic-translation
34,GEMBROOK,mortgage_share,0.501144609658,2014-11-28,prediction-safe-prior-geographic-translation
34,GEMBROOK,renter_share,0.162752937681,2014-11-28,prediction-safe-prior-geographic-translation
34,GEMBROOK,owned_outright_share,0.302938972384,2014-11-28,prediction-safe-prior-geographic-translation
34,GEMBROOK,separate_house_share,0.912618219408,2014-11-28,prediction-safe-prior-geographic-translation
