election_id,district_name,district_id,source_page,source_url,source_sha256,candidate_order,candidate_name,party_raw,independent_status,party_family,first_preference_votes,formal_votes,district_reconciled
vic_la_2010,Bendigo West,bendigo-west,178,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,8,"CADDY, Sandra",D.L.P. - DEMOCRATIC LABOR PARTY,False,Other/Independent,584,36682,True
vic_la_2010,Bentleigh,bentleigh,181,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,1,"MILLER, Elizabeth",LIBERAL,False,Coalition,16296,34672,True
vic_la_2010,Bentleigh,bentleigh,181,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,2,"COUTTS, Julian",D.L.P. - DEMOCRATIC LABOR PARTY,False,Other/Independent,524,34672,True
vic_la_2010,Bentleigh,bentleigh,181,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,3,"HEDGER, Brett Anthony",AUSTRALIAN GREENS,False,Greens,3545,34672,True
vic_la_2010,Bentleigh,bentleigh,181,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,4,"HUDSON, Rob",AUSTRALIAN LABOR PARTY,False,ALP,13643,34672,True
vic_la_2010,Bentleigh,bentleigh,181,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,5,"GRABER, Lex",FAMILY FIRST,False,Other/Independent,364,34672,True
vic_la_2010,Bentleigh,bentleigh,181,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,6,"MYERS, John B.",,True,Other/Independent,300,34672,True
vic_la_2010,Box Hill,box-hill,184,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,1,"CLARK, Robert",LIBERAL,False,Coalition,20415,35011,True
vic_la_2010,Box Hill,box-hill,184,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,2,"BAXTER, Timothy A.",AUSTRALIAN GREENS,False,Greens,4952,35011,True
vic_la_2010,Box Hill,box-hill,184,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,3,"CHANDLER, Peter",AUSTRALIAN LABOR PARTY,False,ALP,8978,35011,True
vic_la_2010,Box Hill,box-hill,184,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,4,"ONG, Gary",FAMILY FIRST,False,Other/Independent,666,35011,True
vic_la_2010,Brighton,brighton,186,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,1,"ASHER, Louise",LIBERAL,False,Coalition,21375,34197,True
vic_la_2010,Brighton,brighton,186,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,2,"GIDDINGS, Laurence",FAMILY FIRST,False,Other/Independent,353,34197,True
vic_la_2010,Brighton,brighton,186,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,3,"DALEY, Tom",AUSTRALIAN LABOR PARTY,False,ALP,6661,34197,True
vic_la_2010,Brighton,brighton,186,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,4,"THOMPSON, A. L.",,True,Other/Independent,343,34197,True
vic_la_2010,Brighton,brighton,186,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,5,"BEAVIS, Margaret",AUSTRALIAN GREENS,False,Greens,5465,34197,True
vic_la_2010,Broadmeadows,broadmeadows,188,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,1,"BRUMBY, John",AUSTRALIAN LABOR PARTY,False,ALP,19125,30705,True
vic_la_2010,Broadmeadows,broadmeadows,188,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,2,"De LOMA-OSORIO, Jaime",AUSTRALIAN GREENS,False,Greens,2304,30705,True
vic_la_2010,Broadmeadows,broadmeadows,188,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,3,"BYRNE, Peter",,True,Other/Independent,737,30705,True
vic_la_2010,Broadmeadows,broadmeadows,188,https://www.vec.vic.gov.au/-/media/08680c0035b34af4b6ea2074edc763a4.pdf,be2dbabd5735ff7128fa9ac5ab3e05e99d41c3d7a4502d33959b7c3464da7567,4,"OZTURK, Samli",LIBERAL,False,Coalition,7761,30705,True
