election_id,district_name,district_id,contest,party_family,contest_status,candidate_count,first_preference_votes,formal_votes,district_reconciled
vic_la_2018,Albert Park,albert-park,general-election,ALP,contested,1,17287,39858,True
vic_la_2018,Albert Park,albert-park,general-election,Coalition,contested,1,12457,39858,True
vic_la_2018,Albert Park,albert-park,general-election,Greens,contested,1,6601,39858,True
vic_la_2018,Albert Park,albert-park,general-election,One Nation,verified_no_contest,0,0,39858,True
vic_la_2018,Albert Park,albert-park,general-election,Other/Independent,contested,4,3513,39858,True
vic_la_2018,Altona,altona,general-election,ALP,contested,1,24112,46906,True
vic_la_2018,Altona,altona,general-election,Coalition,contested,1,11194,46906,True
vic_la_2018,Altona,altona,general-election,Greens,contested,1,4217,46906,True
vic_la_2018,Altona,altona,general-election,One Nation,verified_no_contest,0,0,46906,True
vic_la_2018,Altona,altona,general-election,Other/Independent,contested,2,7383,46906,True
vic_la_2018,Bass,bass,general-election,ALP,contested,1,19954,49589,True
vic_la_2018,Bass,bass,general-election,Coalition,contested,1,20315,49589,True
vic_la_2018,Bass,bass,general-election,Greens,contested,1,2821,49589,True
vic_la_2018,Bass,bass,general-election,One Nation,verified_no_contest,0,0,49589,True
vic_la_2018,Bass,bass,general-election,Other/Independent,contested,5,6499,49589,True
vic_la_2018,Bayswater,bayswater,general-election,ALP,contested,1,15548,38126,True
vic_la_2018,Bayswater,bayswater,general-election,Coalition,contested,1,17650,38126,True
vic_la_2018,Bayswater,bayswater,general-election,Greens,contested,1,3228,38126,True
vic_la_2018,Bayswater,bayswater,general-election,One Nation,verified_no_contest,0,0,38126,True
vic_la_2018,Bayswater,bayswater,general-election,Other/Independent,contested,1,1700,38126,True
vic_la_2018,Bellarine,bellarine,general-election,ALP,contested,1,21948,44013,True
vic_la_2018,Bellarine,bellarine,general-election,Coalition,contested,1,15619,44013,True
vic_la_2018,Bellarine,bellarine,general-election,Greens,contested,1,3957,44013,True
vic_la_2018,Bellarine,bellarine,general-election,One Nation,verified_no_contest,0,0,44013,True
vic_la_2018,Bellarine,bellarine,general-election,Other/Independent,contested,2,2489,44013,True
vic_la_2018,Benambra,benambra,general-election,ALP,contested,1,7467,41435,True
vic_la_2018,Benambra,benambra,general-election,Coalition,contested,1,16515,41435,True
vic_la_2018,Benambra,benambra,general-election,Greens,contested,1,1565,41435,True
vic_la_2018,Benambra,benambra,general-election,One Nation,verified_no_contest,0,0,41435,True
vic_la_2018,Benambra,benambra,general-election,Other/Independent,contested,3,15888,41435,True
vic_la_2018,Bendigo East,bendigo-east,general-election,ALP,contested,1,21693,43088,True
vic_la_2018,Bendigo East,bendigo-east,general-election,Coalition,contested,2,15851,43088,True
vic_la_2018,Bendigo East,bendigo-east,general-election,Greens,contested,1,3465,43088,True
vic_la_2018,Bendigo East,bendigo-east,general-election,One Nation,verified_no_contest,0,0,43088,True
vic_la_2018,Bendigo East,bendigo-east,general-election,Other/Independent,contested,2,2079,43088,True
vic_la_2018,Bendigo West,bendigo-west,general-election,ALP,contested,1,21004,39276,True
vic_la_2018,Bendigo West,bendigo-west,general-election,Coalition,contested,1,10641,39276,True
vic_la_2018,Bendigo West,bendigo-west,general-election,Greens,contested,1,5127,39276,True
vic_la_2018,Bendigo West,bendigo-west,general-election,One Nation,verified_no_contest,0,0,39276,True
vic_la_2018,Bendigo West,bendigo-west,general-election,Other/Independent,contested,1,2504,39276,True
vic_la_2018,Bentleigh,bentleigh,general-election,ALP,contested,1,18443,36739,True
vic_la_2018,Bentleigh,bentleigh,general-election,Coalition,contested,1,12232,36739,True
vic_la_2018,Bentleigh,bentleigh,general-election,Greens,contested,1,2763,36739,True
vic_la_2018,Bentleigh,bentleigh,general-election,One Nation,verified_no_contest,0,0,36739,True
vic_la_2018,Bentleigh,bentleigh,general-election,Other/Independent,contested,7,3301,36739,True
vic_la_2018,Box Hill,box-hill,general-election,ALP,contested,1,15360,38351,True
vic_la_2018,Box Hill,box-hill,general-election,Coalition,contested,1,17352,38351,True
vic_la_2018,Box Hill,box-hill,general-election,Greens,contested,1,5639,38351,True
vic_la_2018,Box Hill,box-hill,general-election,One Nation,verified_no_contest,0,0,38351,True
vic_la_2018,Box Hill,box-hill,general-election,Other/Independent,verified_no_contest,0,0,38351,True
vic_la_2018,Brighton,brighton,general-election,ALP,contested,1,12193,38759,True
vic_la_2018,Brighton,brighton,general-election,Coalition,contested,1,17597,38759,True
vic_la_2018,Brighton,brighton,general-election,Greens,contested,1,5854,38759,True
vic_la_2018,Brighton,brighton,general-election,One Nation,verified_no_contest,0,0,38759,True
vic_la_2018,Brighton,brighton,general-election,Other/Independent,contested,3,3115,38759,True
vic_la_2018,Broadmeadows,broadmeadows,general-election,ALP,contested,1,22047,32287,True
vic_la_2018,Broadmeadows,broadmeadows,general-election,Coalition,contested,1,5321,32287,True
vic_la_2018,Broadmeadows,broadmeadows,general-election,Greens,contested,1,2612,32287,True
vic_la_2018,Broadmeadows,broadmeadows,general-election,One Nation,verified_no_contest,0,0,32287,True
vic_la_2018,Broadmeadows,broadmeadows,general-election,Other/Independent,contested,1,2307,32287,True
vic_la_2018,Brunswick,brunswick,general-election,ALP,contested,1,16701,43927,True
vic_la_2018,Brunswick,brunswick,general-election,Coalition,contested,1,4450,43927,True
vic_la_2018,Brunswick,brunswick,general-election,Greens,contested,1,17599,43927,True
vic_la_2018,Brunswick,brunswick,general-election,One Nation,verified_no_contest,0,0,43927,True
vic_la_2018,Brunswick,brunswick,general-election,Other/Independent,contested,6,5177,43927,True
vic_la_2018,Bulleen,bulleen,general-election,ALP,contested,1,13597,37257,True
vic_la_2018,Bulleen,bulleen,general-election,Coalition,contested,1,19441,37257,True
vic_la_2018,Bulleen,bulleen,general-election,Greens,contested,1,4219,37257,True
vic_la_2018,Bulleen,bulleen,general-election,One Nation,verified_no_contest,0,0,37257,True
vic_la_2018,Bulleen,bulleen,general-election,Other/Independent,verified_no_contest,0,0,37257,True
vic_la_2018,Bundoora,bundoora,general-election,ALP,contested,1,19716,35098,True
vic_la_2018,Bundoora,bundoora,general-election,Coalition,contested,1,9958,35098,True
