election_id,district_name,district_id,contest,source_url,source_sha256,candidate_order,candidate_name,party_raw,independent_status,party_family,first_preference_votes,formal_votes,district_reconciled
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,1,"HURLEY, James",SEX PARTY,False,Other/Independent,1263,36576,True
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,2,"FOLEY, Martin",AUSTRALIAN LABOR PARTY,False,ALP,11826,36576,True
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,3,"ARMSTRONG, Steven",,True,Other/Independent,289,36576,True
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,4,"PERKINS, Tex",,True,Other/Independent,1614,36576,True
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,5,"EELES, Shannon",LIBERAL,False,Coalition,15177,36576,True
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,6,"COLLIS, David",AUSTRALIAN GREENS,False,Greens,6134,36576,True
vic_la_2014,Albert Park,albert-park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/albertparkdistrict.html,c75a9f86e39c11fba8d491128b59b0bd3b858669976c0d581192fa168d52e130,7,"GEYER, Deborah",FAMILY FIRST,False,Other/Independent,273,36576,True
vic_la_2014,Altona,altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/altonadistrict.html,3d967abab5628420d3909256c7a7148db9879b8190c731a7bab4ab9b11843ded,1,"NAIN, Brijender",,True,Other/Independent,687,42085,True
vic_la_2014,Altona,altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/altonadistrict.html,3d967abab5628420d3909256c7a7148db9879b8190c731a7bab4ab9b11843ded,2,"HIABU, Jemal",VOICE FOR THE WEST,False,Other/Independent,996,42085,True
vic_la_2014,Altona,altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/altonadistrict.html,3d967abab5628420d3909256c7a7148db9879b8190c731a7bab4ab9b11843ded,3,"DE BONO, Chris",AUSTRALIAN GREENS,False,Greens,4220,42085,True
vic_la_2014,Altona,altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/altonadistrict.html,3d967abab5628420d3909256c7a7148db9879b8190c731a7bab4ab9b11843ded,4,"O'NEILL, Anthony",AUSTRALIAN CHRISTIANS,False,Other/Independent,1085,42085,True
vic_la_2014,Altona,altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/altonadistrict.html,3d967abab5628420d3909256c7a7148db9879b8190c731a7bab4ab9b11843ded,5,"SAMARA, Nihal",LIBERAL,False,Coalition,13235,42085,True
vic_la_2014,Altona,altona,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/altonadistrict.html,3d967abab5628420d3909256c7a7148db9879b8190c731a7bab4ab9b11843ded,6,"HENNESSY, Jill",AUSTRALIAN LABOR PARTY,False,ALP,21862,42085,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,1,"FAIRHURST, Ross",AUSTRALIAN GREENS,False,Greens,3613,39713,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,2,"LE SERVE, Clare",,True,Other/Independent,4289,39713,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,3,"REID, Paul",AUSTRALIAN CHRISTIANS,False,Other/Independent,651,39713,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,4,"PAYNTER, Brian",LIBERAL,False,Coalition,18008,39713,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,5,"DORIAN, Angela",RISE UP AUSTRALIA PARTY,False,Other/Independent,524,39713,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,6,"NATHAN, Sanjay",AUSTRALIAN LABOR PARTY,False,ALP,11659,39713,True
vic_la_2014,Bass,bass,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/bassdistrict.html,40d251eff377df0f7021fccad96928fe7d7b2eaf4500fdd805a3123d9c2f1aac,7,"AMOR, David",AUSTRALIAN COUNTRY ALLIANCE,False,Other/Independent,969,39713,True
