election_year,district_name,contest,source_url,sha256
2014,Sandringham,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/sandringhamdistrict.html,e0974f7a4094c8a283e901d72b50b508a898ce4d633675c3e7f055565b2df929
2014,Shepparton,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/sheppartondistrict.html,5ced252425ceac2727dfc13230e72696f1d9336d8785e5d7f33e15a3336337a0
2014,South Barwon,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/southbarwondistrict.html,449e8c42ab8ea9eb6a20a54119183593339b9042d22bac57c8f4ed91a35ee575
2014,South-West Coast,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/south-westcoastdistrict.html,2a7ab4af1671705418e5a6c7f42fe936df4646f616e721d2983b2cf59e4f175b
2014,St Albans,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/stalbansdistrict.html,fe9501da4b9d5619ac42f67b261f1aa27af7bb6b1b0be6976114b152340c9e82
2014,Sunbury,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/sunburydistrict.html,f439d764e90f4fdc30ec7b471d4421e26bcb34c524e679950d7f344981baf179
2014,Sydenham,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/sydenhamdistrict.html,0f0fd6f11deba1ce6418df6d98827e241cc9780108b6b4c37ca263eefe2bbdcc
2014,Tarneit,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/tarneitdistrict.html,08cc3aed0f811000d9fbda94779a48f4cae9696843834183dba90707efc67a59
2014,Thomastown,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/thomastowndistrict.html,d7e0cd701690d8cf7c129af8053e1a49a32671cb9bf29c39bc7daacfb97ac570
2014,Warrandyte,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/warrandytedistrict.html,7382dc3a6c3016fb276bf50cccf68060308e26681461296acc82a94325814398
2014,Wendouree,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/wendoureedistrict.html,e29760bdc33a49ce519b3f5768ad9178f2a361ab763d30e78fe5945d992ad0bc
2014,Werribee,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/werribeedistrict.html,1928a5fbe8e20b78c7cc50cb577865d8825196665f4a1f50c642bfb7163ce168
2014,Williamstown,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/williamstowndistrict.html,2d77cff21efa0a5f35ee97fc51f8f1bf8c559d200e371f94250af01d4fdf6797
2014,Yan Yean,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/yanyeandistrict.html,02460965c437c6af85e4aaf8a1849cb227d2d5dc32301d0c455e4ec8a4f78233
2014,Yuroke,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/yurokedistrict.html,c0d37d1fbf5181ab3e94e8bcf2b946f5d57e68e221ef30f4fce19161b6ad2eb6
2014,[summary],general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2014/summary.html,741b86b256eb8a08455daf2736ee0bb61c6e3fe69f390de9f12db8cc62485b06
2018,Albert Park,general-election,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/historical-results/state2018/albertparkdistrict.html,b40499a2074537eef9b043801bf5925d1511a660adc0ee7f84428c5221fdc891
